万物生光辉, [英] 吉米·哈利, 中国城市出版社, 2012-3
新华字典（1998年修订本）, 中国社会科学院语言研究所 编, 商务印书馆, 1998-6
我的团长我的团（上部）, 兰晓龙, 新星出版社, 2009-1
社会性动物, Elliot Aronson, 华东师范大学出版社, 2007-12
公正, [美] 迈克尔·桑德尔, 中信出版社, 2011-1-1
设计模式, [美] Erich Gamma / Richard Helm / Ralph Johnson / John Vlissides, 机械工业出版社, 2000-9
人生的智慧, [德]叔本华, 上海人民出版社, 2015-11
什么是数学, [美] R·柯朗 H·罗宾 著 / I·斯图尔特 修订, 复旦大学出版社, 2005-5
三国志（全五册）, [晋] 陈寿 撰 / [宋] 裴松之 注, 中华书局, 2011-10
夹边沟记事, 杨显惠, 花城出版社, 2008-09
明朝那些事儿（1-9）, 当年明月, 中国海关出版社, 2009-4
昨日的世界, [奥] 斯蒂芬·茨威格, 广西师范大学出版社, 2004-5-1
唐诗鉴赏辞典, 萧涤非 / 等, 上海辞书出版社, 1999-11
星空, 幾米, 大塊文化, 2009-5-1
博尔赫斯小说集, [阿根廷] 博尔赫斯, 浙江文艺出版社, 2005-12
江城, [美] 彼得·海斯勒, 上海译文出版社, 2012-1
海的女儿, 安徒生, 上海译文出版社, 1978年6月
福尔摩斯探案全集（上中下）, [英] 阿·柯南道尔, 群众出版社, 1981-8
让爱点亮, 慕容引刀, 上海人民出版社, 2008-5
悉达多, [德] 赫尔曼·黑塞, 上海人民出版社, 2009-3
美国纽约摄影学院摄影教材（上）, 美国纽约摄影学院, 中国摄影出版社, 2000-03
UNIX编程艺术, Eric S. Raymond, 电子工业出版社, 2006-2
追忆似水年华（上下册）, [法国] 马塞尔·普鲁斯特, 译林出版社, 2001-4
忧郁的热带, [法] 列维-斯特劳斯, 生活·读书·新知三联书店, 2005-6
狂热分子, [美] 埃里克·霍弗, 广西师范大学出版社, 2011-6
中国历代政治得失, 钱穆, 生活·读书·新知三联书店, 2001
营销管理, [美] 菲利普·科特勒 / [美] 凯文·莱恩·凯勒, 上海人民出版社, 2006-9
爱心树, 谢尔・希尔弗斯坦, 南海出版公司, 2003-9-1
活着, 余华, 上海文艺出版社, 2004-5
好妈妈胜过好老师, 尹建莉, 作家出版社, 2009-1-1
我在伊朗长大3, [伊朗] 玛赞·莎塔碧, 生活·读书·新知三联书店, 2006-4
父与子全集, [德] 埃·奥·卜劳恩 绘, 中国工人出版社, 2003-4
被爱路过, 慕容引刀, 上海人民出版社, 2007-9
子猫絮语, [日] 莫莉蓟野, 南海出版公司, 2009-5
动物农场, [英] 乔治·奥威尔, 上海译文出版社, 2007-3
沉默的大多数, 王小波, 中国青年出版社, 1997-10
阿狸·梦之城堡, hans, 上海锦绣文章出版社, 2009-1
活着, 余华, 南海出版公司, 1998-5
小王子, [法] 圣埃克苏佩里, 人民文学出版社, 2003-8
白夜行, [日] 东野圭吾, 南海出版公司, 2008-9
东方快车谋杀案, [英] 阿加莎·克里斯蒂, 人民文学出版社, 2006-5
傲慢与偏见, [英] 奥斯丁, 上海译文出版社, 1996-12
我的精神家园, 王小波, 文化艺术出版社, 1997
历史深处的忧虑, 林达, 生活·读书·新知三联书店, 1997-5
经济学原理（上下）, [美] 曼昆, 机械工业出版社, 2003-8
十万个为什么,, 少年儿童出版社, 1962
象棋的故事, [奥] 斯台芬·茨威格, 上海译文出版社, 2007-7
沉默的大多数, 王小波, 北方文艺出版社, 2006-4
嫌疑人X的献身, （日）东野圭吾, 南海出版公司, 2009年11月
全本新注聊斋志异（全三册）, [清] 蒲松龄 著 / 朱其铠 等校注, 人民文学出版社, 1989-9
楚辞, 屈原, 山西古籍出版社, 2003-03-01
2001太空漫游, [英] 阿瑟·克拉克, 上海人民出版社, 2007-11
你一生的故事, [美] 特德·蒋, 四川科学技术出版社, 2005-2
你看起来好像很好吃, 宫西达也, 北京少年儿童出版社, 2004-06
三毛流浪记（全集）, 张乐平, 少年儿童出版社, 1995-10
三毛从军记全集, 张乐平, 同济大学出版社, 1990-1
金色梦乡, [日] 伊坂幸太郎, 译林出版社, 2010-9
寻路中国, [美] 彼得·海斯勒, 上海译文出版社, 2011-1
规训与惩罚, [法] 米歇尔·福柯, 生活·读书·新知三联书店, 2003-1
刀锋, [英]毛姆, 上海译文出版社, 2007-3
父亲的战场, 章东磐, 山西人民出版社, 2009-7
海伯利安, [美] 丹·西蒙斯, 万卷出版公司, 2007-5
大师和玛格丽特, [俄] 布尔加科夫, 人民文学出版社, 2004-06
我也有一个梦想, 林达, 生活·读书·新知三联书店, 2004-08
人间词话, 王国维, 上海古籍出版社, 1998-12-01
聖經,, 中国基督教协会, 1996
传统十论, 秦晖, 复旦大学出版社, 2004-09-01
受戒, 汪曾祺, 北京十月文艺出版社, 2012-7
巨人的陨落, [英] 肯·福莱特, 江苏凤凰文艺出版社, 2016-5-1
大路, 张赞波, 广西师范大学出版社, 2015-11-1
独裁者手册, [美] 布鲁诺·德·梅斯奎塔 / [美] 阿拉斯泰尔·史密斯, 江苏文艺出版社, 2014-5
海洋帝国, [英] 罗杰·克劳利, 社会科学文献出版社·甲骨文, 2014-6
甲骨文, 彼得·海斯勒, 久周出版, 2007-5-7
我是霸王龙, 宫西达也, 北京少年儿童出版社, 2004-06
杀死一只知更鸟, [美] 哈珀·李, 译林出版社, 2012-9
柳如是别传（全三册）, 陈寅恪, 生活·读书·新知三联书店, 2001-1
灯塔, [法] 克里斯多夫·夏布特, 北京联合出版公司·后浪出版公司, 2016-2
万水千山走遍, 三毛, 北京十月文艺出版社, 2009-4
The Ph.D. Grind, Philip J. Guo, Clearway Logistics Phase 1a, 2012-7-1
金枝, （英）弗雷泽, 大众文艺出版社, 1998-01
丰饶之海（上下）, [日] 三岛由纪夫, 北京燕山出版社, 2001-1
魔戒, [英] J.R.R.托尔金, 上海人民出版社, 2013-9
斐多, 柏拉图, 生活·读书·新知三联书店, 2011-3
顾城哲思录, 顾城, 重庆出版社, 2012-8-1
韦伯作品集Ⅻ:新教伦理与资本主义精神, 马克斯·韦伯, 广西师范大学出版社, 2007-7
孤城闭, 米兰Lady, 新世界出版社, 2009-09-11
传习录, [明] 王阳明撰, 中州古籍出版社, 2008-1
C Primer Plus, Stephen Prata / 云巅工作室, 人民邮电出版社, 2005-2-1
万历十五年（增订本）, [美] 黄仁宇, 中华书局, 2007-1
论法的精神（上）, (法)孟德斯鸠, 商务印书馆, 1961-11
江村经济, 费孝通, 上海人民出版社, 2007-8
麒麟之与子同袍, 桔子樹, 宇河文化, 2011-6-10
快乐王子, (英) 王尔德, 上海译文出版社, 2010-4-1
羊道·深山夏牧场, 李娟, 上海文艺出版社, 2012-8-25
安娜·卡列尼娜, [俄] 列夫·托尔斯泰, 上海文艺出版社, 2007-8
羊道·前山夏牧场, 李娟, 上海文艺出版社, 2012-8-25
英语魔法师之语法俱乐部, 旋元佑, 九州出版社, 2001-5
编码的奥秘, Charles Petzold, 机械工业出版社, 2000-9-1
天人五衰, (日)三岛由纪夫, 上海译文出版社, 2011-4
霸王别姬, 李碧华, 人民文学出版社, 1993年8月
给青年诗人的信, [奥] 莱内·马利亚·里尔克, 上海译文出版社, 2011-2
JavaScript语言精粹, Douglas Crockford, 电子工业出版社, 2009-4
芥川龙之介全集, [日] 芥川龙之介, 山东文艺出版社, 2005-3
集体智慧编程, TOBY SEGARAN, 电子工业出版社, 2009-1
棋王.樹王.孩子王, 阿城, 大地, 2007-1-1
电影是什么？, （法）安德烈·巴赞, 文化艺术出版社, 2008-11-01
正红旗下, 老舍, 人民文学出版社, 1980年6月
我想去看海, (法)克利斯提昂.约里波瓦/文 / (法)克利斯提昂.艾利施/图, 二十一世纪出版社, 2006-09-01
香初上舞·终上, 藤萍, 广西人民出版社, 2005-04
香初上舞·再上, 藤萍, 广西人民出版社, 2005-3-1
美语音标, 赖世雄, 外文出版社, 2010-1
人生的枷锁, [英]毛姆, 上海译文出版社, 2011-5-1
金庸全集, 金庸, 生活·读书·新知三联书店, 1994-5
毛泽东选集, 毛泽东, 人民出版社, 1991-5
庄子今注今译（全三册）, 陈鼓应 注译, 中华书局, 2009-2
庄子諵譁（下）, 南怀瑾, 上海人民出版社, 2007-7
故事新编, 鲁迅, 人民文学出版社, 1973-12-01
汪曾祺小说经典, 汪曾祺, 人民文学出版社, 2005-8-1
鸟哥的Linux私房菜, 鸟哥, 人民邮电出版社, 2010-6-28
亲爱的提奥, [荷]文森特·凡高, 南海出版公司, 2010-8
夏宇詩集／腹語術, 夏宇, 現代詩, 1991-3-15
海子诗全集, 海子 著 / 西川 编, 作家出版社, 2009-3
约翰·克利斯朵夫（共四册）, 罗曼·罗兰, 人民文学出版社, 1957-1
牡丹亭, （明）汤显祖 著；徐朔方，杨笑杨 校注, 人民文学出版社, 2005-5-1
历史研究, （英）阿诺德・汤因比, 上海人民出版社, 2005-4-1
德米安, [德] 赫尔曼·黑塞, 上海人民出版社, 2009-3
雕刻时光, [苏] 安德烈·塔可夫斯基, 人民文学出版社, 2003-08
改变心理学的40项研究, 罗杰•霍克 (Roger R. Hock), 人民邮电出版社, 2010-8-1
死屋手记, [俄] 陀思妥耶夫斯基, 人民文学出版社, 2011-5
纪伯伦诗集," （黎巴嫩）纪·哈·纪伯伦（Gibran,K.）", 北京出版社, 2006-12
沙与沫, 卡里・纪伯伦 / 廖欣, 哈尔滨出版社, 2004-9
被淹没和被拯救的, [意] 普里莫·莱维, 三辉图书/上海三联书店, 2013-3
海风中失落的血色馈赠, [加拿大] 阿利斯泰尔·麦克劳德, 上海世纪出版股份有限公司, 2015-6-1
切尔诺贝利的悲鸣, [白俄] S·A·阿列克谢耶维奇, 花城出版社, 2015-11
极简宇宙史, [法] 克里斯托弗·加尔法德, 上海三联书店, 2016-3
追忆似水年华, [法] 马塞尔·普鲁斯特, 译林出版社, 2012-6
我们时代的神经症人格, 卡伦·霍尼, 译林出版社, 2011-5
活着为了讲述, [哥伦比亚] 加西亚·马尔克斯, 南海出版公司, 2016-4-1
二手时间, [白俄] S.A.阿列克谢耶维奇, 中信出版社, 2016-1
心经, 本书编委会, 宗教文化出版社, 2006-3
毛毛, 米切尔·恩德, 二十一世纪出版社, 2006-12
银河英雄传说, 田中芳树, 台湾尖端出版社, 1995
受戒, 汪曾祺, 香港三聯, 2000
局外人, (法)阿尔贝·加缪, 上海译文出版社, 2013-8
霸王别姬, 李碧华, 新星出版社, 2013-10
一个叫欧维的男人决定去死, [瑞典] 弗雷德里克·巴克曼, 四川文艺出版社, 2015-12
记忆与印象, 史铁生, 北京出版社, 2004-5-1
新月集·飞鸟集, (印度)泰戈尔, 北京十月文艺出版社, 2009-6
乱世佳人(上、下), （美）玛格丽特・米切尔, 上海译文出版社, 1997-12-01
温柔的夜, 三毛, 北京十月文艺出版社, 2009-4
Effective C++中文版, [美] Scott Meyers, 华中科技大学出版社, 2001-9
阿拉伯的劳伦斯, [美] 斯科特·安德森, 社会科学文献出版社, 2014-9-1
重构, Martin Fowler, 人民邮电出版社, 2010
中国哲学简史, 冯友兰, 天津社会科学院出版社, 2005-10
傅山的世界, 白谦慎, 生活·读书·新知三联书店, 2006-4
C和指针, Kenneth A.Reek, 人民邮电出版社, 2008 年4月
備忘錄, 夏宇, 科华图书出版公司, 1987
论自由, [英] 约翰·穆勒, 广西师范大学出版社, 2011-9
人性的枷锁, 威廉·萨默赛特·毛姆 / (W.S.Maugham), 江苏人民出版社, 1983
有匪1, priest, 湖南文艺出版社, 2016-11
大明王朝1566, 刘和平, 人民文学出版社, 2007-1-1
黄金时代, 王小波, 上海三联书店, 2008-1
给心理治疗师的礼物, [美]雅罗姆（Irvin D. Yalom）, 中国轻工业出版社, 2004-09-01
麒麟之生死與共, 桔子樹, 宇河文化出版有限公司, 2011-7-5
沈从文的后半生, 张新颖, 广西师范大学出版社, 2014-6-1
世界的凛冬, [英] 肯·福莱特, 江苏凤凰文艺出版社, 2017-3-1
人鼠之间, [美] 约翰·斯坦贝克（John Steinbeck）, 上海文艺出版社, 2016-1-1
面纱, [英] 威廉·萨默塞特·毛姆, 江西人民出版社, 2016-4-1
欲望号街车, [美]田纳西·威廉斯, 上海译文出版社, 2010-4
南怀瑾选集（第一卷）, 南怀瑾述, 复旦大学出版社, 2003-9
哲学研究, [英] 路德维希·维特根斯坦, 上海人民出版社, 2005-05
海伯利安的陨落, (美)丹·西蒙斯, 吉林出版集团有限责任公司, 2014-11
海伯利安, (美)丹·西蒙斯, 吉林出版集团有限责任公司, 2014-11
唐宋词十七讲, 叶嘉莹, 北京大学出版社, 2015-5-1
经济解释卷一： 科学说需求 （神州增订版）, 张五常, 中信出版社, 2010-6
管锥编（全五册）, 钱钟书, 中华书局, 1979-08
罗生门, 芥川龙之介, 云南人民出版社, 2015-8-7
我与地坛, 史铁生, 春风文艺出版社, 2002-5
這些人，那些事, 吳念真, 圓神出版社有限公司, 2010-10-26
叔本华思想随笔, (德)亚瑟·叔本华, 上海人民出版社, 2005-4
斯·茨威格中短篇小说选, 斯·茨威格, 人民文学出版社, 2006-6
毛姆短篇小说精选集, [英] 威廉·萨默塞特·毛姆, 译林出版社, 2012-11
阿勒泰的角落, 李娟, 万卷出版公司, 2010-6
四世同堂, 老舍, 北京十月文艺出版社, 2008-07
基督山伯爵（上下册）, 大仲马, 上海译文出版社, 2007-01-23
卡尔维诺文集（第五卷）, [意大利] 卡尔维诺, 译林出版社, 2001-9
黄金时代 白银时代, 王小波, 中国青年出版社, 2002-1
艺术的故事, [英] 贡布里希 (Sir E.H.Gombrich), 广西美术出版社, 2008-04
项塔兰, [澳] 格里高利·大卫·罗伯兹, 华文出版社, 2009-4
李光耀观天下, 李光耀, 北京大学出版社, 2015-6
台北人, 白先勇, 广西师范大学出版社, 2015-1
现代艺术150年, [英] 威尔·贡培兹, 理想国 | 广西师范大学出版社, 2017-3
鱼王, (俄罗斯)维克托·阿斯塔菲耶夫, 理想国 | 广西师范大学出版社, 2017-4
新名字的故事, [意] 埃莱娜·费兰特, 人民文学出版社, 2017-4
蓝色小药丸, [瑞士] 弗雷德里克·佩特斯, 后浪丨北京联合出版公司, 2017-11
孩子们的诗, 果麦 编, 浙江文艺出版社, 2017-10
有匪3, Priest, 湖南文艺出版社, 2017-7
霍比特人, (英)J.R.R.托尔金 著 / 艾伦·李 插图, 世纪文景/上海人民出版社, 2013-6
松风, 早稻, 中国水利水电出版社, 2015-7-10
"我是女兵,也是女人", S.A.阿列克谢耶维奇, 九州出版社, 2015-9
给青年诗人的信, [奥] 里尔克, 雅众文化/云南人民出版社, 2015-12
肠子的小心思, 【德】朱莉娅·恩德斯, 江苏凤凰科学技术出版社, 2016-1
关山夺路, 王鼎钧, 生活·读书·新知三联书店, 2013-1
会饮篇, 柏拉图, 商务印书馆, 2013-1
是，大臣, [英] 乔纳森·林恩 / (英)安东尼·杰伊 编著, 生活·读书·新知三联书店, 2012-8
春雪, 三岛由纪夫, 重庆出版社, 2014-3
褚时健传, 周桦, 中信出版集团, 2015-12
重返狼群, 李微漪, 长江文艺出版社, 2012-7-1
梵高手稿, [荷] 文森特•梵高 / [美]  H. 安娜•苏 / 编, 北京联合出版公司, 2015-12
罗马人的故事5, 盐野七生, 中信出版社, 2012-3
罗马人的故事（礼品装，全15册）, 盐野七生, 中信出版社, 2013-11-1
阿麦从军：全新修订版, 鲜橙, 作家出版社, 2017-8-1
V字仇杀队, (美)阿兰·摩尔 / 大卫·劳埃德, 世界图书出版公司, 2013-12-1
杜撰集, (阿根廷)博尔赫斯, 上海译文出版社, 2015-6
沙之书, (阿根廷)博尔赫斯, 上海译文出版社, 2015-7
巴黎评论·作家访谈Ⅰ, 《巴黎评论》编辑部, 人民文学出版社, 2012-2
我不知道该说什么，关于死亡还是爱情, S.A.阿列克谢耶维奇, 花城出版社/铁葫芦图书, 2014-6-15
朱生豪情书全集, 朱生豪 / 宋清如, 中国青年出版社, 2013-2
房思琪的初恋乐园, 林奕含, 北京联合出版公司, 2018-1
现实不似你所见, [意] 卡洛·罗韦利, 博集天卷 | 湖南科学技术出版社, 2017-11
天才的编辑, [美] A.司各特·伯格, 理想国 | 广西师范大学出版社, 2017-1
地理学与生活, [美] 阿瑟·格蒂斯 / [美] 朱迪丝·格蒂斯 / [美] 杰尔姆·D.费尔曼, 后浪丨北京联合出版公司, 2017-4
八十忆双亲 师友杂忆, 钱穆, 生活·读书·新知三联书店, 2005-03
控制论与科学方法论, 金观涛 / 华国凡, 新星出版社, 2005-05
陈寅恪魏晋南北朝史讲演录, 万蝇楠 整理, 贵州人民出版社, 2007-4
隋唐制度渊源略论稿 唐代政治史述论稿, 陈寅恪, 生活·读书·新知三联书店, 2001-4
成功，动机与目标, 海蒂•格兰特•霍尔沃森 (Heidi Grant Halvorson), 译林出版社, 2013-3
现代性与大屠杀, [英国] 鲍曼, 译林出版社, 2002-1
聆听音乐, [美] 克雷格·莱特(Craig Wright), 生活·读书·新知三联书店, 2012-4-1
文心雕龙注(上下), 刘勰 / 范文澜  注, 人民文学出版社, 2006-1-1
不成问题的问题, 老舍, 天津人民出版社, 2017-4
统计学习方法, 李航, 清华大学出版社, 2012-3
奥克诺斯, [西班牙] 路易斯·塞尔努达, 人民文学出版社, 2015-1
二十世纪西方文学理论, （英）特雷·伊格尔顿, 北京大学出版社, 2007-1
穷查理宝典, [美] 查理·芒格 / [美] 彼得·考夫曼（编）, 上海人民出版社, 2010-05
永恒的时光之旅, [日] 星野道夫, 广西师范大学出版社, 2016-1
中国近代史, 蒋廷黻, 上海古籍出版社, 2006-4
文心, 夏丏尊 / 叶圣陶, 三联书店, 2008年
纯粹理性批判, 康德, 人民出版社, 2004-10
建构文化研究, 弗兰姆普敦, 中国建筑工业出版社, 2007-7-1
穿墙透壁, 李乾朗, 广西师范大学出版社, 2009-10-1
我们内心的冲突, 卡伦·霍尼, 译林出版社, 2011-7
逃避自由, [美]埃里希·弗洛姆, 上海译文出版社, 2015-6
纳尔齐斯和歌尔德蒙, [德国]赫尔曼·黑塞, 上海译文出版社, 2011-6
被遗忘的士兵, [法] 盖伊·萨杰, 新华出版社, 2009-1
追寻记忆的痕迹, [美] 埃里克·坎德尔, 中国轻工业出版社, 2007-1
地图（人文版）, (波兰)亚历山德拉·米热林斯卡 / 丹尼尔·米热林斯基 著, 贵州人民出版社, 2014-8
大江东去, 阿耐, 北京联合出版公司, 2014-7-15
我们一无所有, [美] 安东尼·马拉, 江苏凤凰文艺出版社, 2018-2
中国景色, 单之蔷, 九州出版社, 2008.12
奥斯维辛, 劳伦斯•里斯, 理想国 | 广西师范大学出版, 2016-9
佩德罗·巴拉莫, [墨西哥] 胡安·鲁尔福, 译林出版社, 2011-10
天渊, [美] 弗诺·文奇, 四川科学技术出版社, 2005-04
野蛮大陆, [英]基思•罗威（Keith Lowe）, 社会科学文献出版社, 2015-7
荒野的呼唤, 杰克·伦敦, 人民文学出版社, 2004年7月1日
遥远的向日葵地, 李娟, 花城出版社, 2017-11
孩子：挑战, 【美】鲁道夫·德雷克斯 / 【美】薇姬·索尔兹, 生活·读书·新知三联书店 生活书店出版有限公司, 2015-1
地狱一季, 阿尔蒂尔・兰波, 花城出版社, 2004-5
革命之路, [美] 理查德·耶茨, 上海译文出版社, 2014-3
只是孩子, [美] 帕蒂·史密斯, 理想国 | 广西师范大学出版社, 2017-1
正见, 宗萨蒋扬钦哲仁波切, 中国书籍出版社, 2011-6
佛教的见地与修道, 宗萨蒋扬钦哲仁波切, 新星出版社, 2010-10
看不见的城市, [意大利] 伊塔洛·卡尔维诺, 译林出版社, 2012-4
金蔷薇, [俄]帕乌斯托夫斯基, 上海译文出版社, 2010-9
中国史学名著, 钱穆, 生活·读书·新知三联书店, 2005-02
绿毛水怪, 王小波, 时代文艺出版社, 2009-1
